0.3919,0.0474,0.1767,-0.1973,1.1985,-0.9789,-0.5369,0.171,2.8172,-2.3545,1.3606,-0.7998,0
0.3892,0.051,0.1756,-0.1966,1.1985,-0.931,-0.5975,0.1702,2.9519,-2.3658,1.4513,-0.7671,0
0.3868,0.0533,0.1742,-0.1961,1.1985,-0.893,-0.6481,0.1693,3.0516,-2.3976,1.5114,-0.7593,0
0.3845,0.0548,0.1726,-0.1957,1.1985,-0.8609,-0.6927,0.1684,3.1304,-2.4413,1.5533,-0.7661,0
0.3823,0.0558,0.1709,-0.1954,1.1985,-0.8329,-0.7331,0.1675,3.1947,-2.493,1.5826,-0.7828,0
0.3802,0.0564,0.1692,-0.1951,1.1985,-0.808,-0.7703,0.1666,3.248,-2.5504,1.6025,-0.8068,0
0.3783,0.0564,0.1674,-0.1949,1.1994,-0.7888,-0.8025,0.1656,3.2861,-2.6162,1.6093,-0.8413,0
0.3764,0.0564,0.1656,-0.1947,1.1995,-0.7686,-0.8348,0.1646,3.3232,-2.6816,1.6155,-0.8758,0
0.3745,0.0564,0.1638,-0.1945,1.1988,-0.7474,-0.8672,0.1636,3.3593,-2.7466,1.6211,-0.9103,0
0.3726,0.0563,0.162,-0.1943,1.1974,-0.7252,-0.8998,0.1626,3.3944,-2.8113,1.6261,-0.9449,0
0.3708,0.0562,0.1602,-0.1941,1.1952,-0.7019,-0.9325,0.1616,3.4284,-2.8756,1.6305,-0.9796,0
0.369,0.0561,0.1584,-0.1939,1.1922,-0.6776,-0.9653,0.1606,3.4613,-2.9397,1.6342,-1.0145,0
0.3672,0.056,0.1566,-0.1937,1.1884,-0.6523,-0.9983,0.1596,3.493,-3.0036,1.6371,-1.0496,0
0.3655,0.0558,0.1549,-0.1935,1.1838,-0.6259,-1.0314,0.1586,3.5234,-3.0673,1.6391,-1.0849,0
0.3638,0.0556,0.1532,-0.1933,1.1784,-0.5984,-1.0647,0.1576,3.5525,-3.1309,1.6402,-1.1206,0
0.3621,0.0553,0.1515,-0.1931,1.1722,-0.5699,-1.0981,0.1566,3.5801,-3.1945,1.6403,-1.1567,0
0.3604,0.055,0.1498,-0.1929,1.1652,-0.5403,-1.1317,0.1556,3.6062,-3.2582,1.6393,-1.1933,0
0.3588,0.0546,0.1481,-0.1927,1.1574,-0.5096,-1.1654,0.1546,3.6305,-3.322,1.6371,-1.2305,0
0.3572,0.0542,0.1464,-0.1925,1.1488,-0.4779,-1.1992,0.1536,3.653,-3.3861,1.6335,-1.2685,0
0.3556,0.0537,0.1447,-0.1923,1.1393,-0.4452,-1.2331,0.1526,3.6734,-3.4506,1.6283,-1.3074,0
0.3541,0.0531,0.143,-0.1921,1.1291,-0.4116,-1.267,0.1516,3.6914,-3.5156,1.6213,-1.3474,0
0.3526,0.0524,0.1413,-0.192,1.1181,-0.3772,-1.3009,0.1506,3.7068,-3.5814,1.6123,-1.3887,0
0.3511,0.0516,0.1396,-0.1919,1.1065,-0.3423,-1.3346,0.1496,3.7194,-3.6481,1.601,-1.4315,0
0.3497,0.0507,0.1379,-0.1918,1.0944,-0.3071,-1.3679,0.1486,3.7288,-3.7159,1.5871,-1.476,0
0.3483,0.0497,0.1362,-0.1917,1.082,-0.2721,-1.4006,0.1476,3.7346,-3.785,1.5704,-1.5225,0
0.3469,0.0486,0.1345,-0.1917,1.0695,-0.2378,-1.4324,0.1466,3.7367,-3.8555,1.5506,-1.5711,0
0.3456,0.0473,0.1328,-0.1917,1.0572,-0.205,-1.4629,0.1456,3.7349,-3.9276,1.5276,-1.622,0
0.3443,0.0459,0.1311,-0.1917,1.0455,-0.1743,-1.4918,0.1446,3.7292,-4.0012,1.5014,-1.6751,0
0.3431,0.0444,0.1294,-0.1917,1.0348,-0.1465,-1.5186,0.1436,3.7199,-4.0762,1.4723,-1.7303,0
0.3419,0.0428,0.1277,-0.1918,1.0253,-0.122,-1.5432,0.1426,3.7074,-4.1523,1.4406,-1.7872,0
0.3408,0.0411,0.126,-0.1919,1.0171,-0.1011,-1.5655,0.1416,3.6922,-4.2292,1.4068,-1.8455,0
0.3397,0.0393,0.1243,-0.192,1.0103,-0.0837,-1.5856,0.1406,3.6749,-4.3065,1.3714,-1.9047,0
0.3386,0.0375,0.1226,-0.1921,1.0047,-0.0694,-1.6037,0.1396,3.656,-4.3839,1.3349,-1.9645,0
0.3375,0.0356,0.1209,-0.1922,1.0003,-0.0579,-1.6201,0.1386,3.6359,-4.4612,1.2976,-2.0245,0
0.3365,0.0337,0.1193,-0.1924,0.9968,-0.0487,-1.635,0.1376,3.615,-4.5381,1.2598,-2.0845,0
0.3355,0.0318,0.1177,-0.1926,0.9941,-0.0415,-1.6486,0.1366,3.5934,-4.6146,1.2217,-2.1444,0
0.3345,0.0299,0.1161,-0.1928,0.9919,-0.0358,-1.6612,0.1356,3.5714,-4.6905,1.1834,-2.2041,0
0.3335,0.028,0.1145,-0.193,0.9902,-0.0313,-1.673,0.1346,3.549,-4.7658,1.145,-2.2635,0
0.3325,0.0261,0.1129,-0.1932,0.9888,-0.0277,-1.6841,0.1336,3.5263,-4.8405,1.1066,-2.3225,0
0.3316,0.0242,0.1114,-0.1934,0.9877,-0.0249,-1.6946,0.1326,3.5033,-4.9145,1.0682,-2.3811,0
0.3307,0.0223,0.1099,-0.1936,0.9868,-0.0227,-1.7046,0.1316,3.4801,-4.9878,1.0299,-2.4393,0
0.3298,0.0204,0.1084,-0.1938,0.986,-0.0209,-1.7142,0.1306,3.4567,-5.0604,0.9917,-2.4971,0
0.3289,0.0185,0.1069,-0.194,0.9853,-0.0195,-1.7234,0.1296,3.4332,-5.1323,0.9536,-2.5544,0
0.328,0.0166,0.1054,-0.1942,0.9846,-0.0184,-1.7323,0.1286,3.4095,-5.2035,0.9156,-2.6112,0
0.3271,0.0147,0.1039,-0.1944,0.9839,-0.0175,-1.7409,0.1276,3.3857,-5.2739,0.8777,-2.6676,0
0.3262,0.0128,0.1025,-0.1946,0.9832,-0.0168,-1.7493,0.1266,3.3618,-5.3436,0.84,-2.7235,0
0.3254,0.0109,0.1011,-0.1949,0.9825,-0.0162,-1.7574,0.1256,3.3378,-5.4126,0.8024,-2.7789,0
0.3246,0.0091,0.0997,-0.1952,0.9818,-0.0157,-1.7653,0.1247,3.3137,-5.4808,0.765,-2.8338,0
0.3238,0.0073,0.0983,-0.1955,0.9811,-0.0153,-1.773,0.1238,3.2895,-5.5483,0.7278,-2.8882,0
0.323,0.0055,0.0969,-0.1958,0.9803,-0.015,-1.7805,0.1229,3.2652,-5.615,0.6907,-2.9421,0
0.3222,0.0037,0.0956,-0.1961,0.9795,-0.0148,-1.7879,0.122,3.2409,-5.681,0.6538,-2.9955,0
0.3214,0.0019,0.0943,-0.1964,0.9786,-0.0146,-1.7951,0.1211,3.2165,-5.7462,0.6171,-3.0484,0
0.3207,0.0001,0.093,-0.1967,0.9777,-0.0144,-1.8021,0.1202,3.1921,-5.8107,0.5806,-3.1008,0
0.32,-0.0017,0.0917,-0.197,0.9768,-0.0142,-1.809,0.1193,3.1677,-5.8745,0.5443,-3.1527,0
0.3193,-0.0035,0.0904,-0.1973,0.9758,-0.0141,-1.8157,0.1184,3.1432,-5.9375,0.5082,-3.2041,0
0.3186,-0.0053,0.0892,-0.1976,0.9747,-0.014,-1.8223,0.1175,3.1187,-5.9998,0.4723,-3.255,0
0.3179,-0.007,0.088,-0.1979,0.9736,-0.0139,-1.8288,0.1166,3.0942,-6.0613,0.4366,-3.3054,0
0.3172,-0.0087,0.0868,-0.1982,0.9724,-0.0138,-1.8351,0.1157,3.0697,-6.1221,0.4012,-3.3552,0
0.3165,-0.0104,0.0856,-0.1985,0.9712,-0.0137,-1.8413,0.1148,3.0452,-6.1822,0.366,-3.4045,0
0.3159,-0.0121,0.0844,-0.1988,0.97,-0.0136,-1.8474,0.1139,3.0207,-6.2416,0.331,-3.4533,0
0.3153,-0.0138,0.0832,-0.1991,0.9687,-0.0135,-1.8534,0.113,2.9962,-6.3002,0.2962,-3.5016,0
0.3147,-0.0155,0.0821,-0.1994,0.9674,-0.0135,-1.8592,0.1121,2.9718,-6.3581,0.2617,-3.5494,0
0.3141,-0.0172,0.081,-0.1998,0.966,-0.0134,-1.8649,0.1112,2.9474,-6.4153,0.2274,-3.5967,0
0.3135,-0.0189,0.0799,-0.2002,0.9646,-0.0134,-1.8705,0.1103,2.923,-6.4717,0.1933,-3.6435,0
0.3129,-0.0205,0.0788,-0.2006,0.9631,-0.0134,-1.876,0.1094,2.8987,-6.5274,0.1595,-3.6897,0
0.3123,-0.0221,0.0777,-0.201,0.9616,-0.0133,-1.8814,0.1085,2.8744,-6.5824,0.1259,-3.7354,0
0.3117,-0.0237,0.0767,-0.2014,0.96,-0.0133,-1.8867,0.1076,2.8501,-6.6367,0.0926,-3.7806,0
0.3112,-0.0253,0.0757,-0.2018,0.9584,-0.0133,-1.8919,0.1068,2.8259,-6.6902,0.0595,-3.8253,0
0.3107,-0.0269,0.0747,-0.2022,0.9567,-0.0132,-1.897,0.106,2.8017,-6.743,0.0267,-3.8695,0
0.3102,-0.0285,0.0737,-0.2026,0.955,-0.0132,-1.902,0.1052,2.7776,-6.7951,-0.0059,-3.9132,0
0.3097,-0.0301,0.0727,-0.203,0.9533,-0.0132,-1.9069,0.1044,2.7535,-6.8465,-0.0382,-3.9564,0
0.3092,-0.0317,0.0717,-0.2034,0.9515,-0.0132,-1.9117,0.1036,2.7295,-6.8972,-0.0703,-3.999,0
0.3087,-0.0332,0.0708,-0.2038,0.9497,-0.0131,-1.9164,0.1028,2.7056,-6.9472,-0.1021,-4.0411,0
0.3082,-0.0347,0.0699,-0.2042,0.9479,-0.0131,-1.921,0.102,2.6817,-6.9965,-0.1336,-4.0827,0
0.3077,-0.0362,0.069,-0.2046,0.946,-0.0131,-1.9255,0.1012,2.6579,-7.0451,-0.1649,-4.1238,0
0.3072,-0.0377,0.0681,-0.205,0.9441,-0.0131,-1.9299,0.1004,2.6342,-7.093,-0.1959,-4.1644,0
0.3068,-0.0392,0.0672,-0.2054,0.9422,-0.0131,-1.9342,0.0996,2.6105,-7.1402,-0.2267,-4.2045,0
0.3064,-0.0407,0.0663,-0.2058,0.9402,-0.013,-1.9384,0.0988,2.5869,-7.1867,-0.2572,-4.2441,0
0.306,-0.0422,0.0655,-0.2062,0.9382,-0.013,-1.9425,0.098,2.5634,-7.2325,-0.2874,-4.2832,0
0.3056,-0.0436,0.0647,-0.2066,0.9362,-0.013,-1.9465,0.0972,2.54,-7.2776,-0.3174,-4.3218,0
0.3052,-0.045,0.0639,-0.2071,0.9342,-0.013,-1.9505,0.0964,2.5167,-7.3221,-0.3471,-4.3599,0
0.3048,-0.0464,0.0631,-0.2076,0.9321,-0.013,-1.9544,0.0956,2.4935,-7.3659,-0.3766,-4.3975,0
0.3044,-0.0478,0.0623,-0.2081,0.93,-0.013,-1.9582,0.0948,2.4703,-7.409,-0.4058,-4.4346,0
0.304,-0.0492,0.0615,-0.2086,0.9279,-0.013,-1.9619,0.094,2.4472,-7.4514,-0.4347,-4.4712,0
0.3036,-0.0506,0.0607,-0.2091,0.9257,-0.013,-1.9656,0.0932,2.4242,-7.4931,-0.4634,-4.5073,0
0.3033,-0.052,0.06,-0.2096,0.9235,-0.013,-1.9692,0.0924,2.4013,-7.5342,-0.4918,-4.5429,0
0.303,-0.0533,0.0593,-0.2101,0.9213,-0.013,-1.9727,0.0916,2.3785,-7.5746,-0.5199,-4.578,0
0.3027,-0.0546,0.0586,-0.2106,0.9191,-0.013,-1.9761,0.0909,2.3558,-7.6144,-0.5478,-4.6126,0
0.3024,-0.0559,0.0579,-0.2111,0.9169,-0.0129,-1.9795,0.0902,2.3332,-7.6535,-0.5754,-4.6467,0
0.3021,-0.0572,0.0572,-0.2116,0.9146,-0.0129,-1.9828,0.0895,2.3107,-7.6919,-0.6027,-4.6803,0
0.3018,-0.0585,0.0565,-0.2121,0.9123,-0.0129,-1.986,0.0888,2.2883,-7.7297,-0.6298,-4.7134,0
0.3015,-0.0598,0.0558,-0.2126,0.91,-0.0129,-1.9891,0.0881,2.266,-7.7668,-0.6566,-4.746,0
0.3012,-0.0611,0.0552,-0.2131,0.9077,-0.0129,-1.9922,0.0874,2.2437,-7.8033,-0.6832,-4.7782,0
0.3009,-0.0623,0.0546,-0.2136,0.9054,-0.0129,-1.9952,0.0867,2.2216,-7.8391,-0.7095,-4.8099,0
0.3007,-0.0635,0.054,-0.2141,0.9031,-0.0129,-1.9981,0.086,2.1996,-7.8743,-0.7355,-4.8411,0
0.3005,-0.0647,0.0534,-0.2146,0.9007,-0.0129,-2.001,0.0853,2.1777,-7.9089,-0.7613,-4.8718,0
0.3003,-0.0659,0.0528,-0.2151,0.8983,-0.0129,-2.0038,0.0846,2.1559,-7.9428,-0.7868,-4.9021,0
0.3001,-0.0671,0.0522,-0.2156,0.8959,-0.0129,-2.0066,0.0839,2.1342,-7.9761,-0.812,-4.9319,0
0.2999,-0.0683,0.0516,-0.2161,0.8935,-0.0129,-2.0093,0.0832,2.1126,-8.0088,-0.837,-4.9612,0
0.2997,-0.0695,0.0511,-0.2166,0.8911,-0.0129,-2.0119,0.0825,2.0911,-8.0408,-0.8617,-4.99,0
0.2995,-0.0707,0.0506,-0.2171,0.8887,-0.0129,-2.0145,0.0818,2.0697,-8.0722,-0.8862,-5.0184,0
0.2993,-0.0718,0.0501,-0.2176,0.8862,-0.0129,-2.017,0.0811,2.0484,-8.103,-0.9104,-5.0463,0
0.2991,-0.0729,0.0496,-0.2182,0.8837,-0.0129,-2.0195,0.0804,2.0272,-8.1332,-0.9343,-5.0737,0
0.2989,-0.074,0.0491,-0.2188,0.8812,-0.0129,-2.0219,0.0797,2.0061,-8.1628,-0.958,-5.1007,0
0.2988,-0.0751,0.0486,-0.2194,0.8787,-0.0129,-2.0242,0.079,1.9851,-8.1918,-0.9814,-5.1272,0
0.2987,-0.0762,0.0481,-0.22,0.8762,-0.0129,-2.0265,0.0783,1.9642,-8.2201,-1.0046,-5.1533,0
0.2986,-0.0773,0.0477,-0.2206,0.8737,-0.0129,-2.0287,0.0776,1.9434,-8.2478,-1.0275,-5.1789,0
0.2985,-0.0784,0.0473,-0.2212,0.8712,-0.0129,-2.0309,0.0769,1.9227,-8.2749,-1.0501,-5.2041,0
0.2984,-0.0794,0.0469,-0.2218,0.8687,-0.0129,-2.033,0.0763,1.9022,-8.3014,-1.0725,-5.2288,0
0.2983,-0.0804,0.0465,-0.2224,0.8662,-0.0129,-2.0351,0.0757,1.8818,-8.3274,-1.0946,-5.2531,0
0.2982,-0.0814,0.0461,-0.223,0.8637,-0.0129,-2.0371,0.0751,1.8615,-8.3528,-1.1165,-5.2769,0
0.2981,-0.0824,0.0457,-0.2236,0.8612,-0.0129,-2.0391,0.0745,1.8413,-8.3776,-1.1381,-5.3003,0
0.298,-0.0834,0.0453,-0.2242,0.8586,-0.0129,-2.041,0.0739,1.8212,-8.4018,-1.1595,-5.3232,0
0.2979,-0.0844,0.0449,-0.2248,0.856,-0.0129,-2.0429,0.0733,1.8012,-8.4254,-1.1806,-5.3457,0
0.2978,-0.0854,0.0446,-0.2254,0.8534,-0.0129,-2.0447,0.0727,1.7813,-8.4484,-1.2015,-5.3677,0
0.2977,-0.0863,0.0443,-0.226,0.8508,-0.0129,-2.0465,0.0721,1.7615,-8.4708,-1.2221,-5.3893,0
0.2977,-0.0872,0.044,-0.2266,0.8482,-0.0129,-2.0482,0.0715,1.7418,-8.4927,-1.2425,-5.4105,0
0.2977,-0.0881,0.0437,-0.2272,0.8456,-0.0129,-2.0499,0.0709,1.7222,-8.514,-1.2626,-5.4313,0
0.2977,-0.089,0.0434,-0.2278,0.843,-0.0129,-2.0516,0.0703,1.7027,-8.5347,-1.2825,-5.4516,0
0.2977,-0.0899,0.0431,-0.2284,0.8404,-0.0129,-2.0532,0.0697,1.6834,-8.5549,-1.3021,-5.4715,0
0.2977,-0.0908,0.0428,-0.229,0.8378,-0.0129,-2.0548,0.0691,1.6642,-8.5745,-1.3215,-5.491,0
0.2977,-0.0917,0.0425,-0.2296,0.8352,-0.0129,-2.0563,0.0685,1.6451,-8.5936,-1.3406,-5.51,0
0.2977,-0.0926,0.0422,-0.2302,0.8326,-0.013,-2.0578,0.0679,1.6261,-8.6121,-1.3595,-5.5286,0
0.2977,-0.0934,0.042,-0.2308,0.83,-0.0131,-2.0592,0.0673,1.6072,-8.63,-1.3781,-5.5468,0
0.2977,-0.0942,0.0418,-0.2314,0.8274,-0.0131,-2.0606,0.0667,1.5884,-8.6474,-1.3965,-5.5646,0
0.2977,-0.095,0.0416,-0.232,0.8248,-0.0132,-2.062,0.0661,1.5697,-8.6642,-1.4146,-5.582,0
0.2977,-0.0958,0.0414,-0.2326,0.8222,-0.0132,-2.0633,0.0655,1.5511,-8.6805,-1.4325,-5.599,0
0.2977,-0.0966,0.0412,-0.2332,0.8196,-0.0133,-2.0646,0.0649,1.5327,-8.6963,-1.4502,-5.6155,0
0.2978,-0.0974,0.041,-0.2338,0.817,-0.0134,-2.0659,0.0643,1.5144,-8.7115,-1.4676,-5.6316,0
0.2979,-0.0982,0.0408,-0.2345,0.8144,-0.0134,-2.0671,0.0637,1.4962,-8.7262,-1.4848,-5.6473,0
0.298,-0.099,0.0406,-0.2352,0.8118,-0.0135,-2.0683,0.0631,1.4781,-8.7403,-1.5017,-5.6626,0
0.2981,-0.0997,0.0405,-0.2359,0.8092,-0.0136,-2.0695,0.0626,1.4601,-8.7539,-1.5184,-5.6775,0
0.2982,-0.1004,0.0404,-0.2366,0.8066,-0.0137,-2.0706,0.0621,1.4422,-8.767,-1.5348,-5.692,0
0.2983,-0.1011,0.0403,-0.2373,0.804,-0.0138,-2.0717,0.0616,1.4245,-8.7796,-1.551,-5.7061,0
0.2984,-0.1018,0.0402,-0.238,0.8014,-0.0138,-2.0728,0.0611,1.4069,-8.7916,-1.567,-5.7198,0
0.2985,-0.1025,0.0401,-0.2387,0.7988,-0.0139,-2.0738,0.0606,1.3894,-8.8031,-1.5827,-5.7331,0
0.2986,-0.1032,0.04,-0.2394,0.7962,-0.014,-2.0748,0.0601,1.372,-8.8141,-1.5982,-5.746,0
0.2987,-0.1039,0.0399,-0.2401,0.7936,-0.0141,-2.0758,0.0596,1.3547,-8.8246,-1.6135,-5.7585,0
0.2988,-0.1046,0.0398,-0.2408,0.7909,-0.0142,-2.0767,0.0591,1.3375,-8.8346,-1.6285,-5.7706,0
0.2989,-0.1052,0.0397,-0.2415,0.7882,-0.0143,-2.0776,0.0586,1.3205,-8.844,-1.6433,-5.7823,0
0.299,-0.1058,0.0396,-0.2422,0.7855,-0.0144,-2.0785,0.0581,1.3035,-8.8529,-1.6579,-5.7936,0
0.2992,-0.1064,0.0396,-0.2429,0.7828,-0.0145,-2.0793,0.0576,1.2866,-8.8613,-1.6722,-5.8045,0
0.2994,-0.107,0.0396,-0.2436,0.7801,-0.0146,-2.0801,0.0571,1.2699,-8.8692,-1.6863,-5.815,0
0.2996,-0.1076,0.0396,-0.2443,0.7774,-0.0147,-2.0809,0.0566,1.2533,-8.8766,-1.7002,-5.8252,0
0.2998,-0.1082,0.0396,-0.245,0.7748,-0.0148,-2.0817,0.0561,1.2368,-8.8835,-1.7138,-5.835,0
0.3,-0.1088,0.0396,-0.2457,0.7722,-0.0149,-2.0824,0.0556,1.2204,-8.8899,-1.7272,-5.8444,0
0.3002,-0.1094,0.0396,-0.2464,0.7696,-0.015,-2.0831,0.0551,1.2042,-8.8959,-1.7404,-5.8534,0
0.3004,-0.1099,0.0396,-0.2471,0.767,-0.0151,-2.0838,0.0546,1.1881,-8.9014,-1.7533,-5.862,0
0.3006,-0.1104,0.0396,-0.2478,0.7644,-0.0152,-2.0844,0.0541,1.1721,-8.9064,-1.766,-5.8703,0
0.3008,-0.1109,0.0396,-0.2485,0.7618,-0.0153,-2.085,0.0536,1.1562,-8.9109,-1.7785,-5.8782,0
0.301,-0.1114,0.0396,-0.2492,0.7592,-0.0154,-2.0856,0.0531,1.1404,-8.9149,-1.7908,-5.8857,0
0.3012,-0.1119,0.0397,-0.2499,0.7566,-0.0155,-2.0862,0.0526,1.1247,-8.9184,-1.8029,-5.8928,0
0.3014,-0.1124,0.0398,-0.2506,0.754,-0.0156,-2.0867,0.0521,1.1091,-8.9214,-1.8147,-5.8996,0
0.3016,-0.1129,0.0399,-0.2513,0.7514,-0.0157,-2.0872,0.0516,1.0936,-8.924,-1.8263,-5.906,0
0.3018,-0.1134,0.04,-0.252,0.7488,-0.0158,-2.0877,0.0511,1.0783,-8.9261,-1.8377,-5.912,0
0.3021,-0.1138,0.0401,-0.2527,0.7462,-0.0159,-2.0882,0.0506,1.0631,-8.9277,-1.8488,-5.9177,0
0.3024,-0.1142,0.0402,-0.2534,0.7436,-0.016,-2.0886,0.0501,1.048,-8.9289,-1.8597,-5.923,0
0.3027,-0.1146,0.0403,-0.2541,0.741,-0.0161,-2.089,0.0496,1.033,-8.9296,-1.8704,-5.928,0
0.303,-0.115,0.0404,-0.2548,0.7384,-0.0162,-2.0894,0.0492,1.0181,-8.9298,-1.8809,-5.9326,0
0.3033,-0.1154,0.0405,-0.2555,0.7358,-0.0164,-2.0898,0.0488,1.0033,-8.9296,-1.8912,-5.9369,0
0.3036,-0.1158,0.0406,-0.2562,0.7332,-0.0166,-2.0901,0.0484,0.9886,-8.9289,-1.9013,-5.9408,0
0.3039,-0.1162,0.0408,-0.2569,0.7306,-0.0168,-2.0904,0.048,0.974,-8.9277,-1.9111,-5.9443,0
0.3042,-0.1166,0.041,-0.2577,0.728,-0.017,-2.0907,0.0476,0.9596,-8.9261,-1.9207,-5.9475,0
0.3045,-0.117,0.0412,-0.2585,0.7254,-0.0172,-2.091,0.0472,0.9453,-8.924,-1.9301,-5.9503,0
0.3048,-0.1173,0.0414,-0.2593,0.7228,-0.0174,-2.0912,0.0468,0.9311,-8.9215,-1.9393,-5.9528,0
0.3051,-0.1176,0.0416,-0.2601,0.7202,-0.0176,-2.0914,0.0464,0.917,-8.9186,-1.9483,-5.9549,0
0.3054,-0.1179,0.0418,-0.2609,0.7176,-0.0178,-2.0916,0.046,0.903,-8.9152,-1.9571,-5.9567,0
